transaction_id,transactionTimestamp,transactionDate,type,category,amount,description,payment_mode
TXN004763,2025-10-17T05:52:43,2025-10-17,CREDIT,Transfer,13492,Transfer transaction,NetBanking
TXN001475,2025-10-17T07:19:39,2025-10-17,DEBIT,Shopping,1941,Shopping transaction,UPI
TXN011136,2025-10-17T07:28:20,2025-10-17,DEBIT,Health,3198,Health transaction,Card
TXN001817,2025-10-17T07:46:19,2025-10-17,DEBIT,Education,1692,Education transaction,Card
TXN007180,2025-10-17T08:27:06,2025-10-17,CREDIT,Salary,50969,Salary transaction,UPI
TXN000668,2025-10-17T09:18:46,2025-10-17,DEBIT,Food,242,Food transaction,UPI
TXN018274,2025-10-17T09:48:26,2025-10-17,DEBIT,Education,2912,Education transaction,Card
TXN017980,2025-10-17T09:50:37,2025-10-17,CREDIT,Salary,59946,Salary transaction,UPI
TXN000851,2025-10-17T12:17:02,2025-10-17,DEBIT,Rent,9372,Rent transaction,NetBanking
TXN017819,2025-10-17T13:24:15,2025-10-17,DEBIT,Travel,2594,Travel transaction,NetBanking
TXN005499,2025-10-17T14:09:01,2025-10-17,DEBIT,Food,444,Food transaction,Cash
TXN007473,2025-10-17T16:40:05,2025-10-17,DEBIT,Transfer,7812,Transfer transaction,Card
TXN004304,2025-10-17T17:13:06,2025-10-17,DEBIT,Travel,253,Travel transaction,Card
TXN011378,2025-10-17T17:17:17,2025-10-17,DEBIT,Bills,1165,Bills transaction,Cash
TXN016267,2025-10-17T17:41:54,2025-10-17,DEBIT,Entertainment,524,Entertainment transaction,UPI
TXN009172,2025-10-17T17:43:23,2025-10-17,CREDIT,Salary,40043,Salary transaction,Cash
TXN008436,2025-10-17T17:53:17,2025-10-17,DEBIT,Transfer,9833,Transfer transaction,NetBanking
TXN008962,2025-10-17T18:48:16,2025-10-17,DEBIT,Shopping,1138,Shopping transaction,UPI
TXN016625,2025-10-17T19:33:15,2025-10-17,DEBIT,Health,2016,Health transaction,Cash
TXN013395,2025-10-17T20:15:12,2025-10-17,CREDIT,Salary,54156,Salary transaction,UPI
TXN000013,2025-10-17T20:16:40,2025-10-17,CREDIT,Income,5422,Income transaction,Cash
TXN010406,2025-10-17T21:11:49,2025-10-17,DEBIT,Travel,2800,Travel transaction,Cash
TXN000863,2025-10-17T23:17:04,2025-10-17,DEBIT,Health,2444,Health transaction,Card
TXN006289,2025-10-17T23:32:52,2025-10-17,CREDIT,Income,1540,Income transaction,Cash
TXN014227,2025-10-17T23:33:03,2025-10-17,DEBIT,Travel,1846,Travel transaction,Cash
TXN000473,2025-10-17T23:55:54,2025-10-17,DEBIT,Rent,9526,Rent transaction,NetBanking
TXN009926,2025-10-18T01:07:37,2025-10-18,DEBIT,Transfer,2719,Transfer transaction,NetBanking
TXN002686,2025-10-18T01:27:16,2025-10-18,CREDIT,Salary,34539,Salary transaction,Card
TXN012122,2025-10-18T01:39:16,2025-10-18,CREDIT,Salary,53422,Salary transaction,Cash
TXN009655,2025-10-18T01:52:22,2025-10-18,DEBIT,Rent,12092,Rent transaction,Card
TXN003364,2025-10-18T02:08:53,2025-10-18,CREDIT,Income,10215,Income transaction,UPI
TXN018892,2025-10-18T03:00:32,2025-10-18,DEBIT,Travel,2336,Travel transaction,Card
TXN004249,2025-10-18T03:11:38,2025-10-18,CREDIT,Transfer,17896,Transfer transaction,NetBanking
TXN006621,2025-10-18T05:05:07,2025-10-18,CREDIT,Transfer,11707,Transfer transaction,NetBanking
TXN010764,2025-10-18T05:14:00,2025-10-18,DEBIT,Education,2934,Education transaction,UPI
TXN001382,2025-10-18T05:29:45,2025-10-18,DEBIT,Food,388,Food transaction,UPI
TXN009745,2025-10-18T05:41:38,2025-10-18,DEBIT,Bills,402,Bills transaction,Card
TXN000320,2025-10-18T06:08:23,2025-10-18,DEBIT,Travel,2158,Travel transaction,Cash
TXN006138,2025-10-18T06:40:41,2025-10-18,CREDIT,Income,11955,Income transaction,NetBanking
TXN014396,2025-10-18T07:52:45,2025-10-18,CREDIT,Transfer,7489,Transfer transaction,Card
TXN013533,2025-10-18T08:00:04,2025-10-18,DEBIT,Shopping,4567,Shopping transaction,NetBanking
TXN005333,2025-10-18T09:03:02,2025-10-18,DEBIT,Bills,921,Bills transaction,UPI
TXN012527,2025-10-18T10:00:41,2025-10-18,DEBIT,Transfer,858,Transfer transaction,Card
TXN016652,2025-10-18T12:03:40,2025-10-18,DEBIT,Shopping,2061,Shopping transaction,NetBanking
TXN006146,2025-10-18T13:13:47,2025-10-18,DEBIT,Health,3761,Health transaction,UPI
TXN005061,2025-10-18T13:51:17,2025-10-18,CREDIT,Salary,50063,Salary transaction,UPI
TXN010846,2025-10-18T14:13:35,2025-10-18,DEBIT,Food,166,Food transaction,UPI
TXN005642,2025-10-18T14:36:54,2025-10-18,DEBIT,Travel,2926,Travel transaction,NetBanking
TXN011652,2025-10-18T15:00:33,2025-10-18,DEBIT,Rent,12965,Rent transaction,Card
TXN018842,2025-10-18T15:22:18,2025-10-18,CREDIT,Income,8842,Income transaction,UPI
TXN013222,2025-10-18T15:28:03,2025-10-18,DEBIT,Bills,432,Bills transaction,Card
TXN000070,2025-10-18T18:32:48,2025-10-18,DEBIT,Bills,1638,Bills transaction,NetBanking
TXN018310,2025-10-18T18:39:38,2025-10-18,CREDIT,Salary,32535,Salary transaction,Cash
TXN017752,2025-10-18T18:51:54,2025-10-18,CREDIT,Income,6976,Income transaction,Cash
TXN007220,2025-10-18T18:52:03,2025-10-18,DEBIT,Shopping,3095,Shopping transaction,NetBanking
TXN009519,2025-10-18T18:52:58,2025-10-18,CREDIT,Transfer,8310,Transfer transaction,Cash
TXN009552,2025-10-18T20:59:07,2025-10-18,DEBIT,Bills,2487,Bills transaction,Card
TXN002864,2025-10-18T21:07:28,2025-10-18,DEBIT,Rent,14671,Rent transaction,UPI
TXN008612,2025-10-18T21:20:14,2025-10-18,DEBIT,Entertainment,325,Entertainment transaction,NetBanking
TXN003849,2025-10-18T22:46:26,2025-10-18,CREDIT,Salary,52568,Salary transaction,Card
TXN008199,2025-10-18T23:02:57,2025-10-18,DEBIT,Transfer,1906,Transfer transaction,NetBanking
TXN014131,2025-10-18T23:04:27,2025-10-18,CREDIT,Transfer,1463,Transfer transaction,Card
TXN015951,2025-10-18T23:36:22,2025-10-18,DEBIT,Shopping,4495,Shopping transaction,UPI
TXN010269,2025-10-19T01:10:08,2025-10-19,DEBIT,Education,4379,Education transaction,UPI
TXN017497,2025-10-19T01:18:45,2025-10-19,CREDIT,Transfer,4853,Transfer transaction,Card
TXN014384,2025-10-19T02:15:47,2025-10-19,DEBIT,Entertainment,1179,Entertainment transaction,UPI
TXN009464,2025-10-19T04:40:33,2025-10-19,DEBIT,Travel,2901,Travel transaction,Card
TXN016322,2025-10-19T04:47:27,2025-10-19,DEBIT,Transfer,1316,Transfer transaction,Cash
TXN002880,2025-10-19T05:16:05,2025-10-19,DEBIT,Transfer,8850,Transfer transaction,UPI
TXN015504,2025-10-19T06:11:40,2025-10-19,CREDIT,Income,6963,Income transaction,NetBanking
TXN015712,2025-10-19T08:38:30,2025-10-19,DEBIT,Bills,2618,Bills transaction,Cash
TXN003230,2025-10-19T09:02:00,2025-10-19,DEBIT,Education,5020,Education transaction,Cash
TXN013085,2025-10-19T09:11:46,2025-10-19,DEBIT,Health,2273,Health transaction,UPI
TXN016442,2025-10-19T09:12:03,2025-10-19,DEBIT,Food,56,Food transaction,UPI
TXN016380,2025-10-19T09:43:18,2025-10-19,CREDIT,Transfer,8176,Transfer transaction,NetBanking
TXN017531,2025-10-19T10:28:47,2025-10-19,CREDIT,Salary,49620,Salary transaction,Card
TXN000923,2025-10-19T10:56:13,2025-10-19,DEBIT,Travel,2538,Travel transaction,UPI
TXN000324,2025-10-19T10:59:56,2025-10-19,DEBIT,Transfer,5245,Transfer transaction,NetBanking
TXN013098,2025-10-19T11:17:21,2025-10-19,CREDIT,Salary,54804,Salary transaction,NetBanking
TXN005973,2025-10-19T11:19:48,2025-10-19,DEBIT,Transfer,687,Transfer transaction,Cash
TXN007497,2025-10-19T12:52:55,2025-10-19,CREDIT,Transfer,16150,Transfer transaction,Cash
TXN018515,2025-10-19T13:13:34,2025-10-19,DEBIT,Entertainment,247,Entertainment transaction,NetBanking
TXN007103,2025-10-19T14:18:29,2025-10-19,DEBIT,Shopping,4247,Shopping transaction,Card
TXN002043,2025-10-19T15:31:38,2025-10-19,DEBIT,Health,592,Health transaction,Card
TXN015329,2025-10-19T18:49:31,2025-10-19,DEBIT,Education,2832,Education transaction,Card
TXN003575,2025-10-19T19:01:10,2025-10-19,DEBIT,Shopping,4667,Shopping transaction,Card
TXN003734,2025-10-19T19:51:49,2025-10-19,DEBIT,Bills,2395,Bills transaction,Cash
TXN005186,2025-10-19T19:53:57,2025-10-19,CREDIT,Salary,57062,Salary transaction,Cash
TXN014141,2025-10-19T20:04:22,2025-10-19,DEBIT,Entertainment,464,Entertainment transaction,NetBanking
TXN009351,2025-10-19T20:29:12,2025-10-19,DEBIT,Travel,2744,Travel transaction,Cash
TXN007163,2025-10-19T21:43:12,2025-10-19,DEBIT,Entertainment,435,Entertainment transaction,NetBanking
TXN002995,2025-10-19T22:00:54,2025-10-19,DEBIT,Bills,2463,Bills transaction,NetBanking
TXN009560,2025-10-19T22:11:54,2025-10-19,DEBIT,Bills,777,Bills transaction,Cash
TXN009532,2025-10-19T22:39:11,2025-10-19,DEBIT,Transfer,8665,Transfer transaction,NetBanking
TXN003614,2025-10-19T23:09:29,2025-10-19,DEBIT,Travel,2050,Travel transaction,NetBanking
TXN011685,2025-10-20T00:35:37,2025-10-20,DEBIT,Food,171,Food transaction,Cash
TXN003718,2025-10-20T01:16:16,2025-10-20,DEBIT,Rent,11395,Rent transaction,UPI
TXN013492,2025-10-20T01:41:39,2025-10-20,DEBIT,Travel,2118,Travel transaction,Cash
TXN013759,2025-10-20T01:53:14,2025-10-20,DEBIT,Health,2846,Health transaction,Card
TXN005984,2025-10-20T02:18:39,2025-10-20,DEBIT,Food,475,Food transaction,UPI
TXN006377,2025-10-20T03:44:13,2025-10-20,CREDIT,Transfer,4305,Transfer transaction,Card
TXN003093,2025-10-20T03:58:20,2025-10-20,DEBIT,Rent,13710,Rent transaction,Card
TXN019210,2025-10-20T05:03:17,2025-10-20,DEBIT,Education,5668,Education transaction,UPI
TXN008920,2025-10-20T06:14:48,2025-10-20,CREDIT,Transfer,16213,Transfer transaction,UPI
TXN000286,2025-10-20T06:22:29,2025-10-20,DEBIT,Entertainment,1866,Entertainment transaction,NetBanking
TXN007431,2025-10-20T06:41:54,2025-10-20,CREDIT,Salary,44450,Salary transaction,Card
TXN003069,2025-10-20T06:46:50,2025-10-20,DEBIT,Food,254,Food transaction,Cash
TXN013919,2025-10-20T07:19:24,2025-10-20,DEBIT,Travel,1595,Travel transaction,Cash
TXN010820,2025-10-20T07:57:40,2025-10-20,DEBIT,Transfer,9768,Transfer transaction,NetBanking
TXN019367,2025-10-20T09:18:56,2025-10-20,DEBIT,Shopping,4873,Shopping transaction,Cash
TXN010794,2025-10-20T09:50:24,2025-10-20,DEBIT,Health,1820,Health transaction,NetBanking
TXN007386,2025-10-20T10:38:37,2025-10-20,DEBIT,Food,401,Food transaction,Card
TXN004366,2025-10-20T13:07:43,2025-10-20,CREDIT,Income,1510,Income transaction,NetBanking
TXN000402,2025-10-20T13:52:38,2025-10-20,DEBIT,Food,226,Food transaction,Card
TXN003113,2025-10-20T15:02:49,2025-10-20,DEBIT,Education,2897,Education transaction,Cash
TXN019334,2025-10-20T15:39:18,2025-10-20,CREDIT,Income,13845,Income transaction,Card
TXN018122,2025-10-20T16:04:58,2025-10-20,DEBIT,Education,2913,Education transaction,NetBanking
TXN008633,2025-10-20T16:42:52,2025-10-20,DEBIT,Shopping,1910,Shopping transaction,Card
TXN005615,2025-10-20T16:49:45,2025-10-20,DEBIT,Food,271,Food transaction,UPI
TXN014848,2025-10-20T18:33:24,2025-10-20,DEBIT,Travel,540,Travel transaction,UPI
TXN003068,2025-10-20T19:22:28,2025-10-20,DEBIT,Food,454,Food transaction,Card
TXN014696,2025-10-20T19:58:20,2025-10-20,DEBIT,Entertainment,1853,Entertainment transaction,UPI
TXN013199,2025-10-20T20:24:38,2025-10-20,CREDIT,Salary,37106,Salary transaction,Card
TXN014355,2025-10-20T20:37:08,2025-10-20,CREDIT,Transfer,17211,Transfer transaction,UPI
TXN012298,2025-10-20T21:13:08,2025-10-20,DEBIT,Transfer,7844,Transfer transaction,Card
TXN011792,2025-10-20T21:55:59,2025-10-20,DEBIT,Entertainment,703,Entertainment transaction,Cash
TXN000245,2025-10-20T23:07:49,2025-10-20,DEBIT,Education,5124,Education transaction,Card
TXN006454,2025-10-20T23:09:03,2025-10-20,DEBIT,Shopping,4039,Shopping transaction,Cash
TXN015088,2025-10-20T23:33:58,2025-10-20,DEBIT,Education,3490,Education transaction,Card
TXN005728,2025-10-21T01:19:50,2025-10-21,DEBIT,Education,4593,Education transaction,UPI
TXN014158,2025-10-21T02:20:32,2025-10-21,DEBIT,Shopping,1498,Shopping transaction,NetBanking
TXN012541,2025-10-21T02:47:12,2025-10-21,DEBIT,Bills,1620,Bills transaction,Cash
TXN019708,2025-10-21T03:32:53,2025-10-21,CREDIT,Transfer,6175,Transfer transaction,NetBanking
TXN017974,2025-10-21T03:44:00,2025-10-21,DEBIT,Entertainment,1899,Entertainment transaction,Card
TXN015443,2025-10-21T06:01:02,2025-10-21,CREDIT,Salary,58234,Salary transaction,Card
TXN002942,2025-10-21T06:27:38,2025-10-21,CREDIT,Transfer,8975,Transfer transaction,NetBanking
TXN018836,2025-10-21T06:42:13,2025-10-21,DEBIT,Health,3487,Health transaction,NetBanking
TXN017293,2025-10-21T09:43:08,2025-10-21,CREDIT,Transfer,18710,Transfer transaction,Card
TXN007682,2025-10-21T10:31:45,2025-10-21,DEBIT,Shopping,1567,Shopping transaction,NetBanking
TXN017275,2025-10-21T11:32:04,2025-10-21,CREDIT,Transfer,17965,Transfer transaction,Card
TXN002962,2025-10-21T11:45:38,2025-10-21,DEBIT,Rent,11317,Rent transaction,Cash
TXN005438,2025-10-21T12:05:53,2025-10-21,CREDIT,Transfer,13805,Transfer transaction,Card
TXN005137,2025-10-21T12:14:45,2025-10-21,DEBIT,Shopping,4538,Shopping transaction,NetBanking
TXN012436,2025-10-21T12:36:01,2025-10-21,DEBIT,Education,1963,Education transaction,UPI
TXN014271,2025-10-21T13:26:00,2025-10-21,DEBIT,Transfer,5460,Transfer transaction,Card
TXN018079,2025-10-21T13:51:05,2025-10-21,DEBIT,Education,1104,Education transaction,Cash
TXN004766,2025-10-21T14:27:26,2025-10-21,DEBIT,Shopping,3966,Shopping transaction,UPI
TXN008707,2025-10-21T14:36:22,2025-10-21,DEBIT,Rent,11124,Rent transaction,UPI
TXN001030,2025-10-21T16:56:40,2025-10-21,CREDIT,Income,12214,Income transaction,NetBanking
TXN016728,2025-10-21T18:13:25,2025-10-21,CREDIT,Income,14616,Income transaction,NetBanking
TXN004781,2025-10-21T18:27:56,2025-10-21,DEBIT,Food,82,Food transaction,NetBanking
TXN014222,2025-10-21T18:33:22,2025-10-21,CREDIT,Income,3003,Income transaction,Cash
TXN008635,2025-10-21T21:12:30,2025-10-21,DEBIT,Education,4665,Education transaction,Card
TXN015413,2025-10-21T21:58:19,2025-10-21,DEBIT,Education,1456,Education transaction,UPI
TXN010348,2025-10-21T22:51:21,2025-10-21,CREDIT,Transfer,4845,Transfer transaction,UPI
TXN006340,2025-10-21T23:36:23,2025-10-21,DEBIT,Education,3559,Education transaction,UPI
TXN010877,2025-10-21T23:38:56,2025-10-21,DEBIT,Transfer,3946,Transfer transaction,Cash
TXN015942,2025-10-21T23:58:18,2025-10-21,DEBIT,Health,2890,Health transaction,Card
TXN001164,2025-10-22T00:46:55,2025-10-22,DEBIT,Health,2118,Health transaction,Card
TXN011205,2025-10-22T02:48:28,2025-10-22,DEBIT,Health,2603,Health transaction,NetBanking
TXN013389,2025-10-22T03:02:59,2025-10-22,DEBIT,Shopping,1726,Shopping transaction,Cash
TXN000249,2025-10-22T03:17:15,2025-10-22,DEBIT,Bills,514,Bills transaction,NetBanking
TXN006509,2025-10-22T06:14:25,2025-10-22,DEBIT,Entertainment,1993,Entertainment transaction,UPI
TXN007723,2025-10-22T06:21:17,2025-10-22,DEBIT,Travel,583,Travel transaction,Card
TXN018459,2025-10-22T09:14:51,2025-10-22,CREDIT,Salary,25359,Salary transaction,Cash
TXN015150,2025-10-22T10:01:37,2025-10-22,CREDIT,Income,12506,Income transaction,Card
TXN018813,2025-10-22T10:07:03,2025-10-22,CREDIT,Salary,58857,Salary transaction,UPI
TXN002946,2025-10-22T11:11:44,2025-10-22,DEBIT,Transfer,9862,Transfer transaction,NetBanking
TXN014112,2025-10-22T11:39:15,2025-10-22,DEBIT,Education,858,Education transaction,Card
TXN002142,2025-10-22T13:56:33,2025-10-22,CREDIT,Transfer,19745,Transfer transaction,Card
TXN002496,2025-10-22T14:03:20,2025-10-22,DEBIT,Education,5181,Education transaction,Card
TXN007707,2025-10-22T15:31:26,2025-10-22,DEBIT,Rent,14024,Rent transaction,NetBanking
TXN003134,2025-10-22T16:51:29,2025-10-22,CREDIT,Salary,57053,Salary transaction,NetBanking
TXN018699,2025-10-22T18:29:24,2025-10-22,DEBIT,Food,468,Food transaction,Card
TXN001494,2025-10-22T18:32:16,2025-10-22,CREDIT,Income,13309,Income transaction,Card
TXN016817,2025-10-22T20:27:39,2025-10-22,CREDIT,Salary,57420,Salary transaction,Card
TXN016335,2025-10-22T20:42:16,2025-10-22,CREDIT,Income,12433,Income transaction,NetBanking
TXN005950,2025-10-22T21:32:34,2025-10-22,CREDIT,Transfer,19199,Transfer transaction,NetBanking
TXN013600,2025-10-22T21:36:21,2025-10-22,DEBIT,Bills,2438,Bills transaction,UPI
TXN001281,2025-10-22T22:03:25,2025-10-22,DEBIT,Bills,286,Bills transaction,UPI
TXN013027,2025-10-22T22:05:23,2025-10-22,DEBIT,Rent,14466,Rent transaction,Card
TXN011958,2025-10-22T22:12:13,2025-10-22,DEBIT,Bills,1561,Bills transaction,Cash
TXN013733,2025-10-22T22:17:52,2025-10-22,CREDIT,Salary,32402,Salary transaction,Cash
TXN014589,2025-10-22T22:34:01,2025-10-22,DEBIT,Health,1312,Health transaction,Card
TXN001439,2025-10-23T00:04:28,2025-10-23,CREDIT,Transfer,4881,Transfer transaction,NetBanking
TXN007206,2025-10-23T00:43:27,2025-10-23,DEBIT,Entertainment,1285,Entertainment transaction,UPI
TXN015247,2025-10-23T01:25:23,2025-10-23,CREDIT,Income,2505,Income transaction,UPI
TXN016124,2025-10-23T03:45:18,2025-10-23,DEBIT,Travel,2697,Travel transaction,Cash
TXN017087,2025-10-23T03:45:34,2025-10-23,CREDIT,Salary,46783,Salary transaction,NetBanking
TXN009067,2025-10-23T03:55:18,2025-10-23,DEBIT,Bills,737,Bills transaction,NetBanking
TXN009788,2025-10-23T04:29:25,2025-10-23,DEBIT,Travel,2432,Travel transaction,Card
TXN016678,2025-10-23T04:46:05,2025-10-23,DEBIT,Entertainment,1552,Entertainment transaction,Card
TXN016796,2025-10-23T04:51:03,2025-10-23,DEBIT,Rent,9328,Rent transaction,NetBanking
TXN005609,2025-10-23T04:59:03,2025-10-23,DEBIT,Shopping,2201,Shopping transaction,NetBanking
TXN002306,2025-10-23T05:05:40,2025-10-23,CREDIT,Income,6793,Income transaction,NetBanking
TXN018820,2025-10-23T06:19:50,2025-10-23,DEBIT,Entertainment,797,Entertainment transaction,NetBanking
TXN013388,2025-10-23T07:09:59,2025-10-23,DEBIT,Bills,1027,Bills transaction,Card
TXN004689,2025-10-23T07:26:05,2025-10-23,DEBIT,Transfer,9654,Transfer transaction,NetBanking
TXN015968,2025-10-23T08:56:39,2025-10-23,DEBIT,Education,4020,Education transaction,UPI
TXN008775,2025-10-23T09:09:20,2025-10-23,DEBIT,Rent,12938,Rent transaction,Card
TXN007568,2025-10-23T10:29:07,2025-10-23,CREDIT,Salary,46206,Salary transaction,UPI
TXN002178,2025-10-23T10:30:39,2025-10-23,DEBIT,Health,1720,Health transaction,Cash
TXN002927,2025-10-23T10:33:12,2025-10-23,DEBIT,Travel,2164,Travel transaction,Card
TXN013569,2025-10-23T11:04:32,2025-10-23,DEBIT,Education,686,Education transaction,Card
TXN012124,2025-10-23T11:07:07,2025-10-23,DEBIT,Shopping,3369,Shopping transaction,UPI
TXN001166,2025-10-23T11:52:49,2025-10-23,DEBIT,Entertainment,1542,Entertainment transaction,NetBanking
TXN003879,2025-10-23T13:26:55,2025-10-23,CREDIT,Transfer,18695,Transfer transaction,Card
TXN008599,2025-10-23T14:28:50,2025-10-23,DEBIT,Transfer,1137,Transfer transaction,Card
TXN014572,2025-10-23T14:45:54,2025-10-23,CREDIT,Income,13686,Income transaction,UPI
TXN001882,2025-10-23T15:21:19,2025-10-23,DEBIT,Travel,2450,Travel transaction,NetBanking
TXN000259,2025-10-23T15:24:56,2025-10-23,DEBIT,Transfer,2031,Transfer transaction,Card
TXN000565,2025-10-23T16:08:41,2025-10-23,CREDIT,Salary,37959,Salary transaction,Cash
TXN005918,2025-10-23T16:39:57,2025-10-23,DEBIT,Food,256,Food transaction,Cash
TXN011606,2025-10-23T17:07:35,2025-10-23,CREDIT,Salary,32154,Salary transaction,UPI
TXN012864,2025-10-23T17:47:03,2025-10-23,CREDIT,Transfer,12064,Transfer transaction,UPI
TXN000120,2025-10-23T17:52:12,2025-10-23,DEBIT,Shopping,4200,Shopping transaction,NetBanking
TXN018563,2025-10-23T19:34:17,2025-10-23,DEBIT,Food,362,Food transaction,Cash
TXN015398,2025-10-23T19:35:56,2025-10-23,DEBIT,Food,213,Food transaction,UPI
TXN019939,2025-10-23T19:38:37,2025-10-23,CREDIT,Salary,51564,Salary transaction,NetBanking
TXN004430,2025-10-23T21:18:15,2025-10-23,DEBIT,Food,344,Food transaction,NetBanking
TXN010745,2025-10-23T23:48:46,2025-10-23,DEBIT,Travel,335,Travel transaction,Card
TXN000742,2025-10-24T02:37:32,2025-10-24,CREDIT,Transfer,14761,Transfer transaction,Cash
TXN016605,2025-10-24T04:07:26,2025-10-24,DEBIT,Rent,10060,Rent transaction,UPI
TXN008186,2025-10-24T04:28:44,2025-10-24,DEBIT,Travel,2482,Travel transaction,UPI
TXN004986,2025-10-24T10:28:06,2025-10-24,DEBIT,Shopping,4537,Shopping transaction,Cash
TXN002349,2025-10-24T11:46:11,2025-10-24,DEBIT,Food,190,Food transaction,UPI
TXN001374,2025-10-24T13:14:35,2025-10-24,DEBIT,Travel,731,Travel transaction,Card
TXN012591,2025-10-24T15:01:52,2025-10-24,DEBIT,Entertainment,1329,Entertainment transaction,NetBanking
TXN016141,2025-10-24T15:13:31,2025-10-24,DEBIT,Rent,13280,Rent transaction,Cash
TXN002405,2025-10-24T16:01:43,2025-10-24,DEBIT,Food,227,Food transaction,NetBanking
TXN016813,2025-10-24T16:03:00,2025-10-24,DEBIT,Entertainment,1898,Entertainment transaction,Card
TXN006176,2025-10-24T17:00:15,2025-10-24,CREDIT,Income,6982,Income transaction,NetBanking
TXN003596,2025-10-24T17:44:30,2025-10-24,CREDIT,Transfer,3438,Transfer transaction,NetBanking
TXN018173,2025-10-24T18:15:08,2025-10-24,CREDIT,Salary,33493,Salary transaction,Cash
TXN010419,2025-10-24T18:18:21,2025-10-24,CREDIT,Transfer,17579,Transfer transaction,Card
TXN017695,2025-10-24T19:17:52,2025-10-24,DEBIT,Entertainment,644,Entertainment transaction,Card
TXN008951,2025-10-24T20:04:36,2025-10-24,DEBIT,Bills,2091,Bills transaction,NetBanking
TXN008649,2025-10-24T20:44:19,2025-10-24,DEBIT,Transfer,928,Transfer transaction,Card
TXN010261,2025-10-24T21:36:15,2025-10-24,DEBIT,Travel,116,Travel transaction,Card
TXN003433,2025-10-24T22:08:11,2025-10-24,DEBIT,Rent,8810,Rent transaction,Cash
TXN017812,2025-10-24T23:34:58,2025-10-24,DEBIT,Entertainment,235,Entertainment transaction,UPI
TXN013490,2025-10-24T23:37:45,2025-10-24,DEBIT,Education,4451,Education transaction,UPI
TXN018624,2025-10-25T00:01:14,2025-10-25,DEBIT,Entertainment,659,Entertainment transaction,UPI
TXN006114,2025-10-25T01:18:48,2025-10-25,DEBIT,Bills,1509,Bills transaction,Cash
TXN016429,2025-10-25T03:47:13,2025-10-25,DEBIT,Education,5236,Education transaction,Cash
TXN002869,2025-10-25T04:29:13,2025-10-25,DEBIT,Rent,13933,Rent transaction,Card
TXN003264,2025-10-25T04:34:44,2025-10-25,DEBIT,Health,3205,Health transaction,UPI
TXN000140,2025-10-25T05:25:28,2025-10-25,DEBIT,Transfer,4183,Transfer transaction,Card
TXN002786,2025-10-25T05:31:48,2025-10-25,DEBIT,Travel,2956,Travel transaction,UPI
TXN019192,2025-10-25T05:38:34,2025-10-25,CREDIT,Income,12334,Income transaction,NetBanking
TXN008146,2025-10-25T05:48:24,2025-10-25,DEBIT,Travel,1703,Travel transaction,Cash
TXN016978,2025-10-25T05:55:42,2025-10-25,DEBIT,Health,2101,Health transaction,Card
TXN007014,2025-10-25T07:44:06,2025-10-25,DEBIT,Bills,268,Bills transaction,NetBanking
TXN017280,2025-10-25T10:19:56,2025-10-25,DEBIT,Shopping,1208,Shopping transaction,NetBanking
TXN009476,2025-10-25T10:41:09,2025-10-25,DEBIT,Bills,696,Bills transaction,NetBanking
TXN008685,2025-10-25T11:08:51,2025-10-25,DEBIT,Food,329,Food transaction,Card
TXN006303,2025-10-25T11:39:47,2025-10-25,DEBIT,Education,4907,Education transaction,NetBanking
TXN013946,2025-10-25T12:37:20,2025-10-25,DEBIT,Food,380,Food transaction,UPI
TXN015570,2025-10-25T13:56:39,2025-10-25,DEBIT,Education,4335,Education transaction,NetBanking
TXN009693,2025-10-25T14:16:30,2025-10-25,DEBIT,Travel,2256,Travel transaction,UPI
TXN005845,2025-10-25T16:16:06,2025-10-25,CREDIT,Transfer,2690,Transfer transaction,Cash
TXN012794,2025-10-25T16:28:22,2025-10-25,DEBIT,Health,714,Health transaction,NetBanking
TXN018402,2025-10-25T17:39:11,2025-10-25,DEBIT,Transfer,9127,Transfer transaction,Cash
TXN011094,2025-10-25T18:43:25,2025-10-25,DEBIT,Food,160,Food transaction,NetBanking
TXN017029,2025-10-25T18:48:26,2025-10-25,DEBIT,Health,3847,Health transaction,NetBanking
TXN004127,2025-10-25T20:25:35,2025-10-25,DEBIT,Food,184,Food transaction,NetBanking
TXN007167,2025-10-25T21:29:04,2025-10-25,DEBIT,Rent,10904,Rent transaction,UPI
TXN014970,2025-10-25T22:08:02,2025-10-25,CREDIT,Transfer,12976,Transfer transaction,Card
TXN014487,2025-10-26T01:38:15,2025-10-26,DEBIT,Health,2180,Health transaction,Card
TXN005472,2025-10-26T01:59:37,2025-10-26,DEBIT,Rent,12950,Rent transaction,Card
TXN014624,2025-10-26T02:10:48,2025-10-26,DEBIT,Transfer,2733,Transfer transaction,NetBanking
TXN007233,2025-10-26T03:39:23,2025-10-26,DEBIT,Health,1490,Health transaction,NetBanking
TXN008546,2025-10-26T03:51:21,2025-10-26,CREDIT,Transfer,11472,Transfer transaction,UPI
TXN016347,2025-10-26T04:36:43,2025-10-26,DEBIT,Rent,14396,Rent transaction,UPI
TXN006494,2025-10-26T05:38:14,2025-10-26,DEBIT,Entertainment,387,Entertainment transaction,Cash
TXN005706,2025-10-26T05:53:47,2025-10-26,CREDIT,Income,11415,Income transaction,Card
TXN000978,2025-10-26T05:58:15,2025-10-26,CREDIT,Income,12333,Income transaction,UPI
TXN004990,2025-10-26T07:35:14,2025-10-26,DEBIT,Travel,2600,Travel transaction,UPI
